"callee_name","callee_file","caller_name","caller_file","caller_start_line","caller_end_line"
"update","superset-extensions-cli/src/superset_extensions_cli/cli.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset-extensions-cli/src/superset_extensions_cli/cli.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset-extensions-cli/src/superset_extensions_cli/cli.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset-extensions-cli/src/superset_extensions_cli/cli.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset-extensions-cli/src/superset_extensions_cli/cli.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset-extensions-cli/src/superset_extensions_cli/cli.py","run","superset/commands/theme/set_system_theme.py",114,114
"update","superset/daos/database.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset/daos/database.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset/daos/database.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset/daos/database.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset/daos/database.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset/daos/database.py","run","superset/commands/theme/set_system_theme.py",114,114
"update","superset/daos/base.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset/daos/base.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset/daos/base.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset/daos/base.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset/daos/base.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset/daos/base.py","run","superset/commands/theme/set_system_theme.py",114,114
"update","superset/daos/report.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset/daos/report.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset/daos/report.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset/daos/report.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset/daos/report.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset/daos/report.py","run","superset/commands/theme/set_system_theme.py",114,114
"update","superset/utils/screenshots.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset/utils/screenshots.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset/utils/screenshots.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset/utils/screenshots.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset/utils/screenshots.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset/utils/screenshots.py","run","superset/commands/theme/set_system_theme.py",114,114
"update","superset/commands/dashboard/filter_state/update.py","cast_json_column_to_text","superset/migrations/shared/utils.py",643,650
"update","superset/commands/dashboard/filter_state/update.py","cast_text_column_to_json","superset/migrations/shared/utils.py",566,572
"update","superset/commands/dashboard/filter_state/update.py","run","superset/commands/theme/set_system_theme.py",39,39
"update","superset/commands/dashboard/filter_state/update.py","run","superset/commands/theme/set_system_theme.py",70,70
"update","superset/commands/dashboard/filter_state/update.py","run","superset/commands/theme/set_system_theme.py",97,97
"update","superset/commands/dashboard/filter_state/update.py","run","superset/commands/theme/set_system_theme.py",114,114
"sort","superset/utils/pandas_postprocessing/sort.py","listcomp","superset/distributed_lock/utils.py",38,38
"sort","superset/utils/pandas_postprocessing/sort.py","dictcomp","superset/distributed_lock/utils.py",36,36
"sort","superset/utils/pandas_postprocessing/sort.py","test_sort","tests/unit_tests/pandas_postprocessing/test_sort.py",26,26
"sort","superset/distributed_lock/utils.py","listcomp","superset/distributed_lock/utils.py",38,38
"sort","superset/distributed_lock/utils.py","dictcomp","superset/distributed_lock/utils.py",36,36
"sort","superset/distributed_lock/utils.py","test_sort","tests/unit_tests/pandas_postprocessing/test_sort.py",26,26
"list","superset/views/sqla.py","__init__","superset/tasks/decorators.py",172,179
"list","superset/views/sqla.py","__init__","superset/mcp_service/mcp_core.py",99,112
"list","superset/views/sqla.py","__init__","superset/extensions/utils.py",64,64
"list","superset/views/sqla.py","get_data","superset/viz.py",738,738
"list","superset/views/sqla.py","get_data","superset/viz.py",1210,1210
"list","superset/views/sqla.py","get_data","superset/common/query_context_processor.py",245,247
"list","superset/views/sqla.py","upgrade","superset/migrations/versions/2020-08-12_00-24_978245563a02_migrate_iframe_to_dash_markdown.py",91,91
"list","superset/views/sqla.py","listcomp","superset/result_set.py",124,129
"list","superset/views/sqla.py","get_wide_column_ids","superset/migrations/versions/2018-07-22_11-59_bebcf3fed1fe_convert_dashboard_v1_positions.py",233,233
"list","superset/views/sqla.py","reduce_row_width","superset/migrations/versions/2018-07-22_11-59_bebcf3fed1fe_convert_dashboard_v1_positions.py",268,268
